GENDER,MARITAL_STATUS,CITY,HAVE_CHILDREN,AGE_GROUP,CLUSTERS,CHURNED,SALES
Female,Married,Denver,Yes,Seniors,0,1,2057.0
Female,Divorced/Seperated,Boston,Yes,Adults,0,1,2187.5
Female,Single,San Mateo,No,Seniors,1,1,1042.0
Female,Single,Boston,No,Adults,1,0,1677.25
Female,Married,New York City,Yes,Adults,0,0,2107.25
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2096.0
Female,Single,Denver,No,Adults,1,0,2397.0
Female,Married,Seattle,Yes,Seniors,2,0,2415.25
Male,Married,Seattle,Yes,Seniors,0,1,2180.75
Female,Undisclosed,Denver,Undisclosed,Seniors,0,0,2502.0
Undisclosed,Single,New York City,No,Middle-Aged Adults,1,0,2444.0
Female,Single,Denver,No,Seniors,1,0,3479.0
Male,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,0,0,2481.25
Female,Single,Denver,No,Adults,1,1,1941.25
Female,Single,Denver,Yes,Middle-Aged Adults,2,1,2531.75
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2337.0
Female,Undisclosed,Boston,Undisclosed,Seniors,1,0,2251.0
Male,Single,San Mateo,No,Adults,1,1,1106.5
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,1803.75
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,1,2102.75
Female,Married,Seattle,No,Adults,1,0,2296.5
Female,Single,Denver,No,Middle-Aged Adults,1,0,2109.5
Undisclosed,Married,New York City,No,Adults,1,1,2509.5
Male,Married,San Mateo,Yes,Adults,0,0,1494.5
Undisclosed,Single,New York City,Yes,Seniors,1,0,2601.25
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,1594.25
Female,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,0,1984.5
Male,Divorced/Seperated,San Mateo,Yes,Seniors,0,0,1401.0
Male,Married,Seattle,Yes,Seniors,0,0,1715.0
Undisclosed,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,0,1,2745.75
Female,Single,Boston,Yes,Middle-Aged Adults,2,1,1644.75
Female,Married,Denver,Yes,Adults,0,0,2245.0
Male,Married,New York City,Yes,Adults,0,0,2015.25
Male,Single,Boston,Yes,Adults,0,0,2133.25
Female,Single,Seattle,Yes,Middle-Aged Adults,2,0,2058.5
Male,Single,New York City,No,Adults,1,0,2264.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2726.75
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,1977.5
Female,Single,New York City,No,Adults,1,0,2282.0
Female,Single,Seattle,No,Adults,1,0,2477.0
Female,Single,Seattle,No,Adults,1,1,1550.0
Male,Divorced/Seperated,Boston,Yes,Middle-Aged Adults,0,1,1533.25
Male,Divorced/Seperated,Denver,No,Seniors,0,0,2719.5
Female,Married,San Mateo,Yes,Adults,2,1,1295.5
Male,Single,Denver,No,Seniors,3,0,2235.25
Male,Single,Seattle,No,Seniors,3,1,1985.75
Female,Undisclosed,Seattle,Undisclosed,Adults,1,1,2514.0
Male,Married,San Mateo,Yes,Adults,0,1,1798.0
Male,Single,Seattle,No,Seniors,3,1,2588.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,2265.0
Male,Married,Boston,No,Adults,0,1,1346.0
Male,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,3,0,1864.5
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2050.75
Female,Single,San Mateo,No,Adults,1,1,1250.5
Undisclosed,Divorced/Seperated,Denver,No,Adults,0,0,2531.5
Male,Married,Seattle,Yes,Adults,0,0,2148.5
Undisclosed,Single,Boston,No,Middle-Aged Adults,3,0,1523.0
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2651.0
Female,Married,New York City,Yes,Seniors,2,0,2122.5
Male,Married,San Mateo,Yes,Seniors,0,0,1680.0
Male,Single,Denver,No,Adults,0,0,2089.25
Male,Married,Boston,Yes,Seniors,0,1,2066.0
Female,Single,Seattle,No,Adults,1,0,2807.75
Undisclosed,Married,New York City,Yes,Adults,0,1,2044.0
Male,Divorced/Seperated,Boston,Yes,Seniors,0,0,1556.0
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1474.0
Female,Divorced/Seperated,New York City,Yes,Seniors,1,1,1758.25
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,1950.75
Undisclosed,Married,Seattle,Yes,Seniors,0,0,2242.75
Male,Single,New York City,Yes,Middle-Aged Adults,3,0,1781.5
Male,Single,Boston,Yes,Middle-Aged Adults,3,0,1898.75
Female,Undisclosed,Denver,Undisclosed,Adults,0,0,2817.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1707.25
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1402.75
Undisclosed,Single,Denver,No,Adults,1,1,2849.5
Male,Married,Denver,Yes,Seniors,0,0,2244.25
Male,Married,New York City,Yes,Seniors,0,1,2191.0
Male,Single,Seattle,Yes,Adults,0,0,2470.0
Male,Single,Denver,No,Adults,0,0,2946.75
Female,Married,Denver,Yes,Seniors,0,1,1965.5
Male,Undisclosed,Seattle,Undisclosed,Seniors,3,0,2375.5
Female,Single,Denver,No,Middle-Aged Adults,1,0,2847.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1003.0
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,1,2478.0
Male,Single,Seattle,Yes,Adults,0,0,2416.75
Male,Single,Seattle,No,Adults,3,0,2762.0
Female,Married,Seattle,Yes,Seniors,2,0,2556.75
Female,Married,Boston,Yes,Adults,0,1,1970.75
Male,Married,Seattle,No,Adults,0,0,2225.5
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,3171.75
Female,Undisclosed,Denver,Undisclosed,Seniors,0,0,2518.25
Male,Undisclosed,Seattle,Undisclosed,Adults,0,1,2308.5
Male,Single,Boston,No,Adults,1,1,2356.5
Male,Single,Boston,No,Middle-Aged Adults,3,0,2575.5
Male,Married,Denver,Yes,Adults,0,0,2463.25
Female,Married,San Mateo,Yes,Adults,2,0,1101.0
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,1865.75
Female,Married,Seattle,Yes,Seniors,2,1,1963.25
Female,Married,New York City,Yes,Adults,0,0,2380.0
Male,Divorced/Seperated,Seattle,Yes,Adults,0,0,1691.75
Male,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,0,0,2628.5
Undisclosed,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,2566.75
Male,Single,San Mateo,No,Adults,1,1,1514.5
Female,Single,Denver,No,Seniors,1,1,1923.75
Undisclosed,Married,Seattle,Yes,Adults,0,0,2737.25
Female,Married,Denver,Yes,Adults,0,0,2669.0
Female,Married,Seattle,Yes,Adults,0,0,2019.5
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,1,1853.5
Male,Single,Denver,No,Adults,0,1,2913.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1691.75
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,1,1403.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2781.25
Female,Single,Denver,No,Adults,1,0,2721.25
Male,Single,Boston,No,Adults,1,0,2037.25
Male,Single,Denver,No,Middle-Aged Adults,3,0,3121.5
Female,Married,Boston,No,Adults,1,1,2049.75
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1528.0
Male,Single,Denver,Yes,Seniors,0,0,2308.0
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,2177.5
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1304.0
Male,Married,Denver,Yes,Adults,0,0,2108.0
Male,Single,Denver,Yes,Seniors,0,0,2389.5
Female,Married,San Mateo,Yes,Adults,2,1,1701.0
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,2251.75
Male,Single,Seattle,No,Middle-Aged Adults,3,0,2181.75
Female,Single,Seattle,No,Adults,1,0,2523.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1592.5
Female,Married,Boston,Yes,Middle-Aged Adults,2,1,2122.0
Male,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,0,1,2268.75
Female,Single,Seattle,No,Seniors,1,1,2068.75
Female,Single,Boston,No,Middle-Aged Adults,1,0,2209.75
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1679.25
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,0,1953.75
Male,Single,San Mateo,No,Adults,1,1,1418.0
Female,Married,Denver,Yes,Adults,0,0,2581.75
Female,Married,Seattle,No,Adults,1,0,2461.0
Female,Single,Boston,No,Adults,1,0,2628.5
Male,Single,Seattle,No,Adults,3,0,3301.5
Undisclosed,Married,New York City,Yes,Adults,0,0,2490.25
Female,Married,Boston,No,Seniors,1,1,1639.5
Male,Married,Boston,Yes,Adults,0,0,2484.5
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2020.0
Female,Married,San Mateo,Yes,Adults,2,0,1822.0
Male,Single,Boston,Yes,Middle-Aged Adults,3,0,2117.25
Male,Single,Denver,No,Middle-Aged Adults,3,0,2615.5
Female,Single,Seattle,No,Middle-Aged Adults,3,0,1708.0
Undisclosed,Single,Denver,No,Adults,1,0,2967.0
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2275.0
Male,Married,San Mateo,Yes,Adults,0,1,1048.0
Female,Married,San Mateo,Yes,Seniors,2,0,1598.75
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2889.0
Male,Married,Denver,Yes,Seniors,0,1,3001.75
Male,Married,Boston,Yes,Seniors,0,0,1324.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2229.5
Male,Single,New York City,No,Middle-Aged Adults,3,1,2091.75
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1336.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1298.5
Female,Single,Seattle,No,Middle-Aged Adults,3,0,1978.25
Male,Single,New York City,No,Adults,1,0,2189.0
Female,Married,Boston,Yes,Adults,0,1,2141.25
Male,Married,Denver,No,Adults,0,0,2783.5
Undisclosed,Undisclosed,New York City,Undisclosed,Adults,1,0,2291.75
Male,Single,Seattle,No,Adults,3,1,1778.25
Female,Married,Boston,Yes,Seniors,2,0,2179.5
Female,Single,Seattle,No,Seniors,1,0,2501.25
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,0,2356.5
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1201.5
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,1558.0
Female,Married,San Mateo,No,Adults,1,0,1172.5
Undisclosed,Married,New York City,Yes,Seniors,0,0,2815.25
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2071.0
Male,Married,Boston,Yes,Adults,0,0,1850.0
Undisclosed,Single,Boston,No,Adults,1,1,2414.25
Female,Single,New York City,No,Seniors,1,0,2313.25
Male,Married,New York City,Yes,Seniors,0,0,2653.0
Male,Undisclosed,New York City,Undisclosed,Adults,0,0,1940.25
Female,Married,Seattle,Yes,Middle-Aged Adults,2,1,1886.25
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1079.0
Male,Married,San Mateo,Yes,Seniors,0,1,998.0
Male,Married,New York City,Yes,Adults,0,0,2002.75
Male,Single,Seattle,No,Middle-Aged Adults,3,0,1682.0
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,0,1236.0
Female,Married,Boston,Yes,Adults,0,1,1988.5
Male,Single,New York City,No,Middle-Aged Adults,3,0,2015.5
Male,Married,Seattle,Yes,Adults,0,0,2145.75
Female,Married,New York City,No,Adults,1,1,1990.0
Female,Single,Seattle,No,Seniors,1,0,2177.75
Female,Married,Boston,Yes,Seniors,2,0,2184.25
Male,Married,Denver,Yes,Seniors,0,0,2891.5
Female,Married,San Mateo,Yes,Adults,2,0,1340.5
Female,Divorced/Seperated,San Mateo,Yes,Seniors,2,0,892.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1024.75
Male,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,0,0,2281.75
Female,Single,Boston,Yes,Seniors,1,0,2677.5
Female,Single,Seattle,No,Middle-Aged Adults,3,1,2255.5
Undisclosed,Married,Denver,Yes,Middle-Aged Adults,0,0,2759.5
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,2115.25
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1378.0
Female,Single,New York City,No,Seniors,1,0,2406.25
Male,Single,Denver,No,Middle-Aged Adults,3,1,2380.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,1983.0
Male,Single,San Mateo,Yes,Middle-Aged Adults,2,1,1898.0
Female,Married,Boston,Yes,Adults,0,1,1854.5
Male,Divorced/Seperated,Seattle,Yes,Seniors,0,0,3133.0
Male,Divorced/Seperated,San Mateo,No,Middle-Aged Adults,3,1,1820.0
Female,Married,New York City,Yes,Adults,0,0,2530.75
Female,Married,Boston,Yes,Adults,0,1,1974.5
Female,Single,New York City,No,Seniors,1,0,2615.5
Male,Married,Boston,Yes,Seniors,0,0,1921.0
Male,Single,New York City,No,Seniors,1,0,2636.25
Male,Single,San Mateo,Yes,Middle-Aged Adults,2,1,1502.5
Undisclosed,Married,Boston,Yes,Middle-Aged Adults,2,1,2535.75
Undisclosed,Divorced/Seperated,Seattle,Yes,Seniors,0,1,2003.75
Male,Single,Seattle,No,Adults,3,0,2101.75
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,1,1655.0
Male,Single,New York City,No,Adults,1,1,2088.0
Male,Divorced/Seperated,Seattle,Yes,Seniors,0,0,1820.5
Male,Married,Denver,Yes,Seniors,0,0,2058.0
Female,Single,San Mateo,Yes,Adults,1,0,1815.0
Male,Single,San Mateo,Yes,Adults,0,1,1274.25
Female,Single,Boston,No,Seniors,1,0,1912.75
Male,Married,Seattle,Yes,Seniors,0,0,2586.25
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1274.25
Male,Single,New York City,No,Adults,1,0,3039.0
Female,Married,Seattle,Yes,Adults,0,0,2259.5
Male,Married,Seattle,Yes,Seniors,0,0,2210.0
Male,Married,Boston,Yes,Adults,0,0,2123.25
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,1,1543.75
Undisclosed,Married,Boston,No,Adults,0,1,1449.5
Male,Single,Seattle,No,Adults,3,0,2335.75
Female,Single,San Mateo,No,Adults,1,0,1782.5
Female,Single,New York City,No,Seniors,1,1,1828.25
Male,Married,Denver,No,Seniors,0,0,2967.75
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1434.75
Female,Single,New York City,Yes,Adults,1,0,2138.25
Male,Single,Denver,No,Middle-Aged Adults,3,0,2260.75
Male,Married,Seattle,Yes,Seniors,0,1,2485.5
Female,Single,Seattle,No,Seniors,1,0,2106.5
Female,Married,Boston,Yes,Seniors,2,0,1859.0
Female,Married,Boston,Yes,Adults,0,1,1497.75
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,0,2381.0
Female,Single,Seattle,No,Adults,1,0,2361.25
Female,Married,Denver,Yes,Adults,0,0,2368.25
Male,Married,San Mateo,Yes,Adults,0,1,1281.0
Male,Single,Seattle,No,Middle-Aged Adults,3,0,1885.75
Female,Married,Boston,No,Adults,1,0,2525.0
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1319.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1649.25
Female,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,2,0,2777.75
Male,Undisclosed,New York City,Undisclosed,Adults,0,1,1729.75
Female,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,2,1,1620.5
Male,Single,New York City,No,Adults,1,0,2217.5
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1281.0
Male,Single,New York City,No,Adults,1,0,2430.25
Male,Single,New York City,No,Middle-Aged Adults,3,0,1829.5
Female,Married,New York City,Yes,Adults,0,0,1518.5
Male,Single,San Mateo,No,Adults,1,0,1609.0
Female,Undisclosed,Boston,Undisclosed,Seniors,1,0,2361.5
Female,Divorced/Seperated,San Mateo,No,Middle-Aged Adults,2,1,1820.5
Male,Divorced/Seperated,Boston,Yes,Seniors,0,1,1870.0
Undisclosed,Married,Denver,Yes,Middle-Aged Adults,0,0,2356.5
Female,Single,Seattle,No,Seniors,1,1,2229.0
Male,Single,San Mateo,Yes,Adults,0,0,922.5
Female,Married,San Mateo,Yes,Seniors,2,1,1447.5
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1450.75
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2016.0
Male,Single,San Mateo,Yes,Middle-Aged Adults,2,0,1592.75
Male,Married,New York City,Yes,Middle-Aged Adults,0,1,2451.0
Female,Married,Denver,Yes,Adults,0,0,2404.75
Male,Married,San Mateo,No,Middle-Aged Adults,2,0,1678.25
Male,Married,New York City,Yes,Seniors,0,1,2278.0
Undisclosed,Single,New York City,No,Adults,1,0,1553.5
Female,Single,Seattle,No,Adults,1,0,2057.25
Female,Single,Seattle,No,Adults,1,1,1981.75
Female,Single,New York City,No,Middle-Aged Adults,1,1,2901.75
Male,Single,Denver,No,Seniors,3,0,3026.5
Male,Single,New York City,No,Seniors,1,0,1309.0
Female,Single,Boston,Yes,Adults,1,0,2161.25
Female,Married,Seattle,No,Middle-Aged Adults,2,0,2699.0
Male,Single,New York City,No,Adults,1,0,2160.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1415.75
Male,Married,New York City,Yes,Adults,0,0,2037.25
Undisclosed,Married,Seattle,No,Adults,0,0,1951.25
Undisclosed,Single,Boston,No,Seniors,1,1,2124.0
Female,Single,Denver,No,Seniors,1,1,2496.75
Male,Married,Boston,Yes,Adults,0,0,2170.75
Female,Single,Denver,Yes,Adults,0,1,2622.75
Male,Married,Denver,Yes,Adults,0,0,2506.75
Female,Undisclosed,San Mateo,Undisclosed,Seniors,2,1,1495.75
Female,Undisclosed,Denver,Undisclosed,Adults,0,0,3029.5
Male,Single,New York City,No,Adults,1,0,1895.0
Male,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,0,0,2896.0
Undisclosed,Married,San Mateo,Yes,Adults,0,1,1739.5
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2112.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1212.25
Male,Undisclosed,Denver,Undisclosed,Seniors,0,0,2237.25
Male,Single,New York City,No,Adults,1,0,2303.25
Female,Single,Denver,No,Middle-Aged Adults,1,1,2325.25
Male,Married,Boston,No,Seniors,0,0,2144.5
Female,Undisclosed,New York City,Undisclosed,Adults,1,1,2023.5
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2181.5
Male,Single,Denver,No,Adults,0,0,2046.5
Female,Single,Denver,No,Seniors,1,0,2954.5
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,1,1431.0
Male,Single,New York City,No,Seniors,1,0,1928.0
Female,Divorced/Seperated,Seattle,Yes,Adults,0,0,2897.5
Undisclosed,Married,Seattle,Yes,Middle-Aged Adults,2,1,1776.0
Male,Married,San Mateo,Yes,Seniors,0,1,1344.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,912.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2071.5
Male,Undisclosed,Seattle,Undisclosed,Adults,0,0,1738.25
Female,Single,Boston,No,Seniors,1,1,1855.5
Female,Single,Denver,No,Adults,1,1,2646.0
Male,Married,Boston,Yes,Adults,0,0,1523.75
Female,Single,San Mateo,No,Seniors,1,1,1562.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,1,2524.5
Female,Single,New York City,No,Adults,1,0,2781.0
Female,Single,New York City,No,Adults,1,0,2711.0
Male,Single,Boston,No,Middle-Aged Adults,3,1,1865.0
Female,Married,New York City,Yes,Adults,0,1,2381.5
Male,Undisclosed,Denver,Undisclosed,Seniors,0,0,2843.25
Female,Married,Boston,Yes,Middle-Aged Adults,2,1,1817.5
Male,Married,Denver,Yes,Seniors,0,1,2299.5
Male,Divorced/Seperated,New York City,No,Adults,1,1,2355.0
Female,Single,Denver,No,Adults,1,0,2716.5
Male,Single,Seattle,No,Adults,3,0,2689.25
Undisclosed,Divorced/Seperated,San Mateo,Yes,Seniors,2,1,1287.25
Male,Divorced/Seperated,Seattle,No,Adults,3,0,1759.5
Male,Single,Boston,No,Middle-Aged Adults,3,0,2384.75
Male,Married,Seattle,No,Middle-Aged Adults,3,0,2658.0
Undisclosed,Divorced/Seperated,Boston,Yes,Middle-Aged Adults,2,0,2112.75
Male,Single,San Mateo,No,Adults,1,0,1238.75
Female,Married,San Mateo,No,Middle-Aged Adults,2,0,900.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2189.75
Male,Single,San Mateo,No,Seniors,3,0,1558.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1421.25
Female,Married,Denver,Yes,Seniors,0,1,1825.25
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2753.75
Female,Single,Denver,No,Adults,1,0,2211.25
Male,Single,Boston,No,Middle-Aged Adults,3,1,2252.75
Male,Married,Boston,Yes,Adults,0,0,1724.0
Female,Married,San Mateo,Yes,Adults,2,0,1593.25
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,1459.75
Male,Undisclosed,Seattle,Undisclosed,Adults,0,1,1709.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,2538.25
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2030.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2806.75
Female,Married,Seattle,Yes,Middle-Aged Adults,2,1,1535.25
Female,Single,Boston,No,Adults,1,1,1810.5
Female,Undisclosed,Boston,Undisclosed,Adults,1,0,1738.75
Female,Married,Seattle,Yes,Adults,0,0,2772.5
Undisclosed,Undisclosed,Denver,Undisclosed,Adults,0,0,2107.25
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2396.5
Undisclosed,Single,Seattle,No,Middle-Aged Adults,3,0,2119.0
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,2344.0
Male,Divorced/Seperated,New York City,Yes,Adults,0,0,1779.0
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2411.0
Female,Single,New York City,No,Adults,1,0,1780.0
Undisclosed,Married,Boston,Yes,Seniors,0,0,2077.75
Male,Undisclosed,New York City,Undisclosed,Adults,0,1,2173.0
Male,Married,Seattle,Yes,Seniors,0,0,2150.5
Female,Divorced/Seperated,Seattle,Yes,Adults,0,0,2139.0
Male,Single,Denver,No,Adults,0,0,2503.25
Male,Single,Seattle,No,Adults,3,0,2084.25
Male,Single,New York City,No,Adults,1,1,1801.0
Male,Married,Denver,Yes,Adults,0,0,2503.0
Male,Single,Boston,No,Middle-Aged Adults,3,0,2219.25
Female,Divorced/Seperated,Denver,Yes,Seniors,0,1,1339.5
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,2642.75
Male,Single,Denver,No,Adults,0,1,3046.5
Female,Single,New York City,No,Seniors,1,0,2214.5
Male,Married,San Mateo,Yes,Seniors,0,0,1175.5
Female,Single,Seattle,No,Adults,1,0,2452.0
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,0,2840.0
Male,Married,New York City,No,Seniors,0,0,2224.25
Undisclosed,Married,San Mateo,Yes,Adults,0,1,1208.5
Male,Married,Boston,Yes,Adults,0,1,2430.5
Male,Married,New York City,Yes,Adults,0,0,2055.5
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,1969.25
Male,Single,Denver,No,Middle-Aged Adults,3,0,2719.5
Female,Single,Seattle,No,Seniors,1,0,1662.5
Male,Married,New York City,Yes,Adults,0,0,2015.0
Male,Single,Denver,No,Adults,0,0,2071.5
Male,Single,New York City,No,Seniors,1,0,1936.0
Female,Single,Boston,No,Adults,1,0,2776.25
Female,Single,Boston,No,Adults,1,0,2212.25
Male,Single,Denver,No,Adults,0,0,2399.0
Female,Married,Boston,Yes,Seniors,2,0,1752.0
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2293.75
Female,Single,Denver,Yes,Adults,0,0,2444.25
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1448.0
Male,Married,Boston,Yes,Adults,0,0,2261.75
Female,Single,Boston,No,Seniors,1,1,2311.5
Male,Single,San Mateo,No,Seniors,3,0,1388.25
Male,Married,New York City,Yes,Adults,0,1,2368.25
Undisclosed,Single,Seattle,No,Middle-Aged Adults,3,1,2422.75
Female,Single,Seattle,No,Adults,1,0,2547.75
Undisclosed,Married,Seattle,Yes,Middle-Aged Adults,2,0,2899.5
Female,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,0,2585.25
Female,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,2,0,1977.75
Female,Married,Boston,Yes,Seniors,2,0,2000.25
Male,Married,Boston,No,Seniors,0,1,1648.0
Female,Single,New York City,No,Adults,1,0,2298.0
Male,Single,Boston,Yes,Middle-Aged Adults,3,0,2208.25
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2064.5
Female,Single,Seattle,No,Adults,1,0,2407.5
Female,Married,New York City,No,Seniors,1,0,2311.5
Female,Single,Denver,Yes,Adults,0,0,2755.5
Undisclosed,Married,Denver,Yes,Seniors,0,0,2092.75
Female,Single,Boston,Yes,Middle-Aged Adults,2,0,1291.75
Male,Married,Boston,Yes,Seniors,0,0,2094.0
Female,Married,Seattle,Yes,Middle-Aged Adults,2,1,2570.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1307.75
Male,Single,Seattle,No,Adults,3,0,1928.0
Male,Married,Boston,Yes,Seniors,0,1,2246.0
Male,Married,Seattle,Yes,Seniors,0,0,2132.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2741.25
Male,Undisclosed,Seattle,Undisclosed,Seniors,3,1,2542.0
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1718.0
Female,Married,Denver,Yes,Seniors,0,0,2164.0
Female,Married,New York City,Yes,Seniors,2,0,1604.5
Female,Divorced/Seperated,Denver,Yes,Adults,0,1,1803.25
Undisclosed,Married,Boston,Yes,Middle-Aged Adults,2,0,1729.75
Male,Undisclosed,New York City,Undisclosed,Adults,0,0,2062.0
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1494.5
Female,Single,Denver,No,Adults,1,0,2923.25
Male,Married,Denver,Yes,Adults,0,1,1879.0
Female,Married,Seattle,Yes,Adults,0,0,2014.25
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2269.5
Male,Married,New York City,Yes,Seniors,0,1,2404.0
Undisclosed,Single,Denver,No,Middle-Aged Adults,3,0,2529.5
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1393.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2383.75
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,0,1412.25
Female,Married,San Mateo,Yes,Adults,2,1,1306.0
Female,Married,Boston,No,Seniors,1,0,1971.25
Male,Single,New York City,No,Middle-Aged Adults,3,0,1889.0
Male,Single,New York City,No,Seniors,1,0,2789.75
Female,Single,New York City,No,Adults,1,0,2492.5
Undisclosed,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1571.5
Male,Single,Seattle,No,Adults,3,0,2340.25
Female,Married,New York City,Yes,Adults,0,0,2177.0
Female,Single,San Mateo,No,Seniors,1,0,1020.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1612.75
Female,Divorced/Seperated,Denver,Yes,Adults,0,0,2205.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,1831.0
Female,Single,San Mateo,No,Adults,1,0,1047.75
